Log,Attack Type,Source
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 17 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 25 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-22-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 267 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-22-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 21 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 906 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-23-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 129 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-22-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 951 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-23-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 3 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 63032004 | Tot Fwd Pkts: 203 | Tot Bwd Pkts: 104 | TotLen Fwd Pkts: 56330 | TotLen Bwd Pkts: 189980 | Fwd Pkt Len Max: 680 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 277.49 | Fwd Pkt Len Std: 292.87 | Bwd Pkt Len Max: 1934,Brute_Force,02-22-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 405 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-23-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 56597760 | Tot Fwd Pkts: 203 | Tot Bwd Pkts: 104 | TotLen Fwd Pkts: 56330 | TotLen Bwd Pkts: 190004 | Fwd Pkt Len Max: 680 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 277.49 | Fwd Pkt Len Std: 292.87 | Bwd Pkt Len Max: 1935,Brute_Force,02-23-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 5 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 3 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 25 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 102 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-23-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5349549 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 365 | TotLen Bwd Pkts: 809 | Fwd Pkt Len Max: 365 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 91.25 | Fwd Pkt Len Std: 182.50 | Bwd Pkt Len Max: 809,Brute_Force,02-23-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 3 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 58458574 | Tot Fwd Pkts: 203 | Tot Bwd Pkts: 104 | TotLen Fwd Pkts: 56083 | TotLen Bwd Pkts: 189896 | Fwd Pkt Len Max: 680 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 276.27 | Fwd Pkt Len Std: 291.70 | Bwd Pkt Len Max: 1935,Brute_Force,02-22-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 3 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 4 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 19 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 13 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 2 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Dst Port: 21 | Protocol: 6 | Flow Duration: 1 | Tot Fwd Pkts: 1 | Tot Bwd Pkts: 1 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Brute_Force,02-14-2018.csv
Src Port: 50913 | Dst Port: 80 | Protocol: 6 | Flow Duration: 998127 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
Src Port: 51140 | Dst Port: 80 | Protocol: 6 | Flow Duration: 118905 | Tot Fwd Pkts: 3 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 20.00 | TotLen Bwd Pkts: 964.00 | Fwd Pkt Len Max: 20.00 | Fwd Pkt Len Min: 0.00 | Fwd Pkt Len Mean: 6.67 | Fwd Pkt Len Std: 11.55,DDoS,02-20-2018.csv
